"firm_alias","mortgage_id","mortgage_expiry_date","mortgage_type","mortgage_state","mortgage_closed_date"
"Hidecreek","001c24a7-70e5-4b95-9837-26a60229e8d8","2027-10-25","buy-to-let","open",""
"Elderless","001f75c2-2457-42a9-adb8-1501f76a3845","2028-01-17","buy-to-let","open",""
"Elderless","001f9cce-f456-4a6f-9f7d-1ef3c769b04a","2026-11-30","buy-to-let","open",""
"Hidecreek","00222cba-a224-4c3f-9ba6-3adbf4ffe8bf","2026-12-09","buy-to-let","open",""
"Roast Ham","0030cb0b-13d2-49e1-9d86-efe55d559799","2026-01-11","owner-occupied","switched","2025-12-13"
"Elderless","0032d03e-8642-4498-b596-71f2f03083d6","2030-02-09","buy-to-let","open",""
"Elderless","00349cd8-3bc1-444f-ad09-bebafef5d656","2030-07-27","buy-to-let","open",""
"Roast Ham","0036d3f8-7a10-4ea0-9e38-e1dca0f559c8","2027-02-28","owner-occupied","open",""
"Roast Ham","004000d5-a301-4b76-bce6-c569d6f0e02a","2028-10-31","buy-to-let","open",""
"Hidecreek","004220de-297d-4238-b010-dd418e955746","2027-08-19","semi-commercial-buy-to-let","open",""
"Elderless","00439a97-c91f-4189-b800-c3e8e802d379","2027-06-23","buy-to-let","open",""
"Elderless","00447e90-1051-46a7-9206-5a67132211ed","2028-09-19","buy-to-let","open",""
"Elderless","0048a7cc-c52c-4867-8adb-227f67584bc3","2027-03-22","buy-to-let","open",""
"Elderless","0049ee14-53b3-4ce5-b154-c902ca9a160b","2027-08-27","buy-to-let","open",""
"Elderless","004ad92e-9414-45db-8850-cfe1f4da769f","2030-06-05","buy-to-let","open",""
"Roast Ham","004ae334-c018-41b3-94e8-c64bc52e58aa","2027-12-31","owner-occupied","open",""
"Elderless","004b5fd4-e555-4ec7-b3ce-709978adda71","2027-12-04","buy-to-let","open",""
"Roast Ham","004b84e0-4983-464e-ba54-e3532420f525","2025-08-31","owner-occupied","switched","2025-05-07"
"Elderless","004c28e1-4053-4e1f-bbee-205a7c5dd421","2027-12-05","buy-to-let","open",""
"Elderless","004e5e6c-bc61-418c-8c1a-0ae0fb580895","2029-12-17","buy-to-let","open",""
"Roast Ham","004fb39d-db91-431d-af85-94317adbb295","2026-07-31","owner-occupied","open",""
"Roast Ham","00545b84-38b8-44c1-9e13-26567589f51c","2025-07-31","owner-occupied","switched","2025-05-17"
"Elderless","0054fbc7-2ebd-4d7e-8cc7-a110166bb57d","2028-10-09","owner-occupied","open",""
"Hidecreek","005886b7-5182-4ece-9f69-b74ee91fc821","2027-07-26","buy-to-let","open",""
"Elderless","00598a04-2ab7-4388-b693-9d07845b924d","2029-10-31","owner-occupied","open",""
"California","005a6073-f7c0-4df4-bbf5-5b3bf0593496","2030-03-09","buy-to-let","open",""
"Elderless","005fa91b-98bc-4f82-8075-0b66e96969bd","2029-05-01","buy-to-let","open",""
"Roast Ham","00624160-eb45-4094-baad-c39889447a04","2026-09-30","owner-occupied","open",""
"Elderless","00638926-5154-48a8-b41b-5768eecfe929","2027-08-31","buy-to-let","open",""
"Elderless","0064af96-9471-4cff-822f-943ca703b46d","2025-05-31","owner-occupied","switched","2025-06-05"
"Elderless","00659b2c-40ca-4656-976e-87a9318e61ac","2025-10-10","buy-to-let","switched","2025-09-25"
"Hidecreek","00669841-fe64-4e2c-8758-1201a57549b6","2030-08-15","buy-to-let","open",""
"Elderless","00673df3-b057-4ad8-8bda-234e85fede82","2030-04-30","buy-to-let","open",""
"Roast Ham","0067f5ba-2b67-485b-8f98-28430469b944","2030-09-30","buy-to-let","open",""
"Elderless","0069ad29-5470-46d3-843a-620ce00d6bf8","2030-07-31","buy-to-let","open",""
"Hidecreek","0069aea3-a495-43b5-88d0-8d4ff9768997","2029-11-07","buy-to-let","open",""
"Roast Ham","006a495b-2fe9-4885-b971-dba46cf14eb0","2026-03-31","owner-occupied","switched","2026-03-30"
"Elderless","006b2e4a-1a7b-4f90-937a-f7a8c41d2e6f","2030-02-27","owner-occupied","open",""
"Elderless","006ccba0-67c0-4b4c-a52d-1daa955aa7aa","2025-11-01","buy-to-let","switched","2025-09-13"
"Elderless","006f8dfc-423e-43f9-90a4-fc23b24f6eed","2028-05-13","owner-occupied","open",""
"Hidecreek","0073fba0-55da-4991-abad-e63605960207","2029-08-09","buy-to-let","open",""
"Roast Ham","0074239b-f42f-400b-b145-5c6b0159bff8","2027-09-30","buy-to-let","open",""
"Elderless","0076e07e-553c-450f-89bd-784f666ff272","2027-08-28","buy-to-let","open",""
"Elderless","007b8e7b-297c-4eef-aaf9-fa21023368fb","2029-11-30","owner-occupied","open",""
"Elderless","007f760f-5231-4641-bd7f-78154e3e9180","2027-11-01","buy-to-let","open",""
"Elderless","007fd478-d81a-41e9-80a1-9945e79aa68a","2027-11-30","buy-to-let","open",""
"Roast Ham","0081a142-a13f-4ba9-b401-24add2ba7cc3","2027-10-31","owner-occupied","open",""
"Roast Ham","00838101-2d10-46e2-a3ac-64b8019ad730","2028-09-30","owner-occupied","open",""
"Elderless","00863a9f-d6aa-4c17-ad77-50c94e8fe02f","2030-11-30","owner-occupied","open",""
"Hidecreek","008a244e-c765-4d07-b4d8-93aee4900e19","2025-09-23","commercial-buy-to-let","open",""
"Elderless","008ebc12-b1e5-4151-a9d3-a53a29de1b1f","2027-11-06","owner-occupied","open",""
"Elderless","008ff5a8-074f-4460-b191-277e7fe80a38","2030-01-21","buy-to-let","open",""
"Roast Ham","0095fb9a-f397-40ef-8b78-c695edaaf922","2025-07-31","owner-occupied","redeemed","2025-11-25"
"Elderless","0098813c-0d11-413b-9c65-8a298671203e","2028-03-31","buy-to-let","open",""
"Elderless","0099fe7e-4dd7-4c12-b80b-0a6e51507f4e","2027-10-30","buy-to-let","open",""
"Roast Ham","009d25e4-01e2-432f-96a2-e7f86ed2d439","2031-02-28","owner-occupied","open",""
"Elderless","00a1007b-7cde-45fc-afb8-101619c8d4f7","2027-02-28","owner-occupied","open",""
"Elderless","00a1cb26-3f72-44a9-bf84-42abcdee5918","2027-07-31","buy-to-let","open",""
"Hidecreek","00a3b5db-9661-44f2-b9e6-ea181476eaff","2027-05-20","commercial-buy-to-let","open",""
"Elderless","00a54706-cd40-494b-b454-d918b4dad914","2027-08-25","buy-to-let","open",""
"Roast Ham","00af827a-c5cd-4069-b435-14ef67b74ee9","2027-03-31","buy-to-let","open",""
"Elderless","00b55685-6fd0-44a9-9123-ce4a0e47e5de","2030-06-01","buy-to-let","redeemed","2026-01-14"
"Hidecreek","00b6b254-0462-4ca6-8bb8-a5a72e57d030","2030-12-17","buy-to-let","open",""
"Elderless","00b80d9a-a204-44fb-8802-0617685151c2","2027-09-30","buy-to-let","open",""
"Roast Ham","00b861ad-f968-491c-946c-f5979c191a16","2025-08-31","owner-occupied","switched","2025-10-02"
"Roast Ham","00ba87af-2c1d-457b-9648-18e815042ce7","2026-01-31","owner-occupied","redeemed","2026-02-03"
"Elderless","00be1964-295f-4daf-9c8f-e70cb206b097","2027-06-30","buy-to-let","open",""
"Elderless","00bfe252-8aea-4285-9d45-9ce2213d6800","2027-04-26","buy-to-let","redeemed","2026-05-30"
"Roast Ham","00bff83a-8ff7-47a8-b010-7821e17b7b6e","2028-01-31","owner-occupied","open",""
"Elderless","00c04587-a3da-4781-ac53-7213a04fdc58","2029-11-13","buy-to-let","open",""
"Roast Ham","00c26810-d448-46c6-900a-d05a2dd2dfc1","2026-02-12","owner-occupied","redeemed","2024-11-02"
"Elderless","00c2916a-4084-4271-96b2-22813cbf7950","2028-04-27","buy-to-let","open",""
"Elderless","00c79a3c-d37a-4d5f-bd75-c55444d7b4e9","2031-02-09","buy-to-let","open",""
"Roast Ham","00c84fd8-310c-49c2-ba40-2d80dd8893ea","2026-09-30","owner-occupied","open",""
"Roast Ham","0267f909-3053-408e-9930-511e73adab29","2025-12-28","owner-occupied","open",""
"Roast Ham","0269b6a8-c394-4288-852b-f4c3e1eb20ce","2028-01-31","owner-occupied","redeemed","2026-01-13"
"Roast Ham","026d8461-20b7-42b7-b46f-296cbb9f74ba","2026-07-31","owner-occupied","open",""
"Roast Ham","026dae50-80e8-47bb-b36c-4754d984942a","2029-05-31","owner-occupied","open",""
"Hidecreek","02755104-ac7b-4bcc-8809-8055e35cc35d","2027-05-24","buy-to-let","open",""
"Elderless","02761e28-e46a-48ae-8874-03c60b44f5ee","2029-11-07","buy-to-let","open",""
"Elderless","02775abe-50fa-4de0-bae8-7060c144c8fe","2031-04-07","buy-to-let","open",""
"Hidecreek","0277680f-d3dd-4624-9b9a-c3110572ad0a","2027-10-07","buy-to-let","open",""
"Elderless","027fabfb-122b-4ee7-8c09-608e3abc27f0","2029-03-27","buy-to-let","open",""
"Hidecreek","0280b1f8-2703-43c5-a2e4-a97c0da85a4c","2028-06-16","buy-to-let","redeemed","2025-09-09"
"Elderless","02833325-71bc-4164-b2c9-d2d8d5aa7f85","2027-05-29","owner-occupied","open",""
"Hidecreek","02836faa-308f-43bc-a02d-ae5fffc19d8f","2028-07-24","buy-to-let","open",""
"Roast Ham","0283b768-3a25-4cd5-85c9-29169fbcf65e","2027-10-31","buy-to-let","open",""
"Hidecreek","02857e13-217c-4d34-a23a-41e4ab0e530b","2026-11-26","buy-to-let","open",""
"Roast Ham","0286e443-a788-4c74-9b99-fc747ded37f7","2028-07-31","buy-to-let","open",""
"Elderless","02870a69-a75f-43d2-b814-aa72cf5d0a65","2027-11-21","buy-to-let","open",""
"Elderless","028aa539-cb1b-42c4-860a-2081edfb6f08","2030-12-31","buy-to-let","open",""
"Elderless","028c0dea-a82c-4dd0-a940-64e7eb6ef0a3","2031-03-19","buy-to-let","open",""
"Elderless","02942481-98bb-43a8-94b3-30f02006cfa8","2026-04-30","owner-occupied","redeemed","2025-08-22"
"Elderless","02948de2-a291-4bc7-bc33-4f74906993dc","2031-02-26","buy-to-let","open",""
"Hidecreek","029533d0-282d-49ff-8f09-622c643f3861","2028-01-05","buy-to-let","switched","2026-01-07"
"Elderless","02980879-8941-4d28-863e-6a06542f030b","2030-01-31","buy-to-let","open",""
"Roast Ham","02997cd8-f077-46b7-baab-b414b47429a7","2025-09-30","owner-occupied","switched","2025-08-07"
"Elderless","029b3f21-fa50-4cd8-872e-ec635600e143","2027-07-14","buy-to-let","open",""
"Elderless","029ccb42-a216-4d0f-bcbc-e4f96353a3e7","2025-12-20","buy-to-let","switched","2025-12-03"
"Elderless","02a019bb-ca3a-4b39-9e14-4736ecfd299d","2026-08-31","owner-occupied","open",""
"Elderless","02a16c12-1a0a-48da-b64b-c56aada74a41","2028-10-12","buy-to-let","open",""
"Elderless","02a2c1ae-8e10-4740-b656-033bd34744f6","2027-09-24","owner-occupied","open",""
"Elderless","02a3ca0f-16e6-4ef8-8151-3321adf5fc9b","2027-10-12","buy-to-let","open",""
"Roast Ham","02a56b72-ef81-42c1-b36d-f7bccb2ec041","2025-09-30","owner-occupied","redeemed","2024-07-25"
"Elderless","02a98211-e015-4a99-b1b8-b0bbf0f55596","2027-04-30","buy-to-let","open",""
"Roast Ham","02aaacdb-6ba1-4ac3-a1d2-ebfa10c61781","2030-02-28","owner-occupied","redeemed","2026-03-04"
"Roast Ham","02aac2b7-affa-4649-aa48-8cbb7b6ea6af","2026-07-31","owner-occupied","open",""
"Roast Ham","02b233d6-4a24-4a48-b66e-a441a55ffd57","2025-09-07","owner-occupied","redeemed","2025-10-02"
"Elderless","02b72fc5-e4ef-4ef1-999c-55edaf15e75e","2029-06-10","buy-to-let","open",""
"Roast Ham","02b77ccd-2ca2-45a7-9f33-a14699668ef6","2025-06-29","owner-occupied","switched","2024-03-04"
"Roast Ham","02bb1c7e-b1df-46c9-904e-cd495c2f16de","2028-05-31","owner-occupied","open",""
"Elderless","02bb36a7-9915-4936-a31a-cadbe47a7eeb","2028-04-20","buy-to-let","open",""
"Roast Ham","02bbb750-5ca7-4ef7-80cd-7b1011105534","2027-02-28","buy-to-let","open",""
"Roast Ham","02bddeeb-a069-4acb-bd10-87aca9bbf8db","2026-06-30","owner-occupied","open",""
"Roast Ham","02bf4815-180b-463c-a75b-d111181be2c4","2026-11-30","owner-occupied","open",""
"Elderless","02c09467-b589-48de-96ff-9be860b5d6c8","2031-01-20","buy-to-let","open",""
"Hidecreek","02c3c5c5-5ffe-4d2f-bdb4-695a4572e878","2029-06-06","buy-to-let","open",""
"Roast Ham","02c91266-addf-4240-8bd0-93dceeed9cc8","2027-09-30","buy-to-let","open",""
"Elderless","02c9c1a5-3450-406a-8dc5-a885d9b71623","2027-11-09","buy-to-let","open",""
"Elderless","02cb7748-30e9-4ee8-a9bc-4d57bb518141","2025-05-18","buy-to-let","redeemed","2026-02-07"
"Roast Ham","02ceea83-21c0-4849-b40f-2109eed4e8c7","2029-11-30","buy-to-let","open",""
"Elderless","02cf2e0f-c082-4d48-b607-e33ab0013865","2027-11-04","owner-occupied","open",""
"Elderless","02d1d4cb-f5a5-4e24-828a-114a4c00cac9","2030-06-30","owner-occupied","open",""
"Elderless","02d393aa-612f-4976-bf6a-5502c4622967","2030-01-05","buy-to-let","open",""
"Hidecreek","02d3f137-ce29-40a6-a0aa-1127880dd8e5","2026-09-29","buy-to-let","open",""
"Elderless","02dae3fa-9105-41ce-8121-11dfbc1ccf1a","2030-02-11","buy-to-let","open",""
"Elderless","02ddf936-80a6-4c4b-ba09-21eac97cf08a","2031-02-05","buy-to-let","open",""
"Elderless","02e17c57-4624-4692-8a5b-a3374ac48f15","2026-01-31","owner-occupied","open",""
"Roast Ham","02e29dd7-2b5f-43a0-8f3e-ed2bba6f4b4d","2026-12-31","owner-occupied","open",""
"Elderless","02e43fef-f1cb-4a32-8c19-2cc9ec542095","2029-07-22","buy-to-let","open",""
"Elderless","02e5ab91-0d22-4e81-b4f3-1460e83bd9ca","2029-07-04","buy-to-let","open",""
"Roast Ham","02edbf6f-9a9a-4adf-ad06-c6e2bdaaeba7","2030-06-30","buy-to-let","open",""
"Elderless","02ee8af3-f71d-4c74-9769-8961171380af","2031-04-19","buy-to-let","open",""
"Hidecreek","02f063e3-16a1-42bf-b13d-3649c8f16014","2030-09-02","buy-to-let","open",""
"Elderless","02f2ab06-7d2e-4380-afcf-b17cd077ec1e","2025-09-30","buy-to-let","redeemed","2025-10-04"
"Elderless","02f5f164-d6c6-4328-b3ad-e0a794e2aac5","2030-04-22","buy-to-let","open",""
"Elderless","02f7c27a-d045-459d-8852-2404e582a5f6","2025-10-31","buy-to-let","switched","2025-10-15"
"Elderless","02f80821-180c-478c-8824-dec593ef6313","2027-12-31","buy-to-let","open",""
"Roast Ham","02f97f03-4d91-42e0-8f9e-30519c3361ff","2026-04-30","buy-to-let","open",""
"Roast Ham","02fb3de1-ed7d-4d3c-b87e-ffd4e6d9759e","2027-06-30","buy-to-let","open",""
"Elderless","02ffb590-7156-4a9d-8154-af4997bfd367","2027-08-31","buy-to-let","open",""
"Roast Ham","030674b0-3ffd-4f7e-b948-e1973cfd0de0","2027-05-31","owner-occupied","open",""
"Elderless","03086e7e-c222-455f-9404-6a3f4835b10d","2025-10-31","buy-to-let","switched","2025-07-10"
"Elderless","0309df23-1f3c-4ea1-a0d2-b09b2a12de99","2027-01-31","owner-occupied","open",""
"Elderless","030b3aa9-a74b-4176-a362-11fe7a9eb7be","2025-09-30","owner-occupied","switched","2025-07-05"
"Hidecreek","030ea1ff-6707-4bc6-af06-e31e8d67ab36","2027-11-28","buy-to-let","redeemed","2026-04-08"
"Elderless","0310516f-417b-4580-9d84-603619684819","2026-03-31","owner-occupied","redeemed","2026-05-30"
"Roast Ham","0312bc35-b2b4-4d35-b8da-79bf26446567","2026-10-31","buy-to-let","open",""
"Elderless","0314c21e-8a9b-45ed-a058-e073eeb68e89","2025-08-26","owner-occupied","switched","2025-09-09"
"Hidecreek","031630b4-ae81-496c-a87e-b3192144f3d4","2030-10-01","buy-to-let","switched","2025-10-03"
"Hidecreek","0318c34e-2cb7-4a17-9993-aa34c927ed53","2026-03-26","commercial-buy-to-let","switched","2026-03-31"
"Roast Ham","031a1666-0cc5-4c33-8664-db55cf235b33","2026-05-31","owner-occupied","open",""
"Elderless","031b75a9-6063-4b26-9b1b-666949c82e05","2027-03-31","buy-to-let","open",""
"Elderless","031d1445-98c5-47fd-a391-faa5dfde082e","2027-06-30","owner-occupied","open",""
"Elderless","031d6f61-2596-4901-9734-f9ca4000dbd7","2027-12-04","buy-to-let","redeemed","2025-03-11"
"Elderless","0323af55-144d-4c97-a4a0-c2b4582e8abe","2027-10-01","buy-to-let","open",""
"Elderless","0323bc2c-7af4-4b91-9808-8cf7964079bf","2027-05-05","buy-to-let","open",""
"Roast Ham","00c8dc00-927b-492e-8bed-bb50bf9e3995","2030-01-31","owner-occupied","open",""
"Elderless","00c984c7-7288-4286-bea0-84d79fc7551e","2030-03-31","owner-occupied","open",""
"Elderless","00ca7ac3-2391-4b9e-a02d-cd8b1cf0ef21","2030-11-06","owner-occupied","open",""
"Roast Ham","00cfc863-6f6f-44ba-aceb-ae65888353ee","2026-04-30","owner-occupied","switched","2026-05-07"
"Roast Ham","00d3475f-da60-431b-ae17-41f359add9e6","2028-04-30","buy-to-let","redeemed","2025-08-30"
"Elderless","00d35724-780f-4ac6-8f3b-810ced6a177d","2031-02-25","owner-occupied","open",""
"Elderless","00d5246a-04f4-449a-ab5d-d2b1cedeb46d","2026-03-31","owner-occupied","switched","2026-01-23"
"Hidecreek","00d8445c-b996-4efe-81bc-4985a2fe171b","2028-05-14","buy-to-let","open",""
"Hidecreek","00d942ca-5e8d-4b2e-87cf-4c31d6a63fde","2027-05-27","buy-to-let","open",""
"Elderless","00da4b2c-0955-4087-ad7f-8cffeaa26197","2025-10-31","buy-to-let","switched","2025-07-18"
"Elderless","00dd4e17-3507-4d9f-8d93-59227588261d","2029-05-16","buy-to-let","open",""
"Hidecreek","00df1e9c-51f3-4b5d-8750-bbbe458f59ea","2027-08-18","buy-to-let","open",""
"Elderless","00df716b-479e-48ec-8188-d2f4dd184848","2027-05-31","owner-occupied","open",""
"Elderless","00ebbba0-fff1-4896-8d30-a99fcc410a08","2027-09-29","buy-to-let","open",""
"Hidecreek","00eddb7a-b873-411b-994a-7925d16a9d2e","2026-07-08","buy-to-let","open",""
"Roast Ham","00eef668-4ab5-41ac-b654-3efdf4a6a127","2030-02-28","buy-to-let","open",""
"Elderless","00f16072-6c4c-45b4-a369-ea901b4256c2","2027-10-23","owner-occupied","open",""
"Elderless","00f46bc9-86d3-492b-8707-b5e98a633ca3","2030-07-15","buy-to-let","open",""
"Hidecreek","00f61df0-332e-4549-8a2b-a84871a5402f","2030-09-03","buy-to-let","open",""
"Roast Ham","00f9d765-69a4-4d81-9b67-73810003c864","2025-09-30","owner-occupied","redeemed","2025-10-16"
"Elderless","00f9f602-c011-4a12-aca7-88ceb3ea95c3","2027-03-16","owner-occupied","redeemed","2026-05-30"
"Elderless","00fa61c5-645f-422d-8f27-b4abadd90b69","2025-09-30","owner-occupied","redeemed","2025-08-13"
"Elderless","00fa7892-aa58-4ed0-83fb-8497849688c8","2025-06-07","owner-occupied","redeemed","2025-10-31"
"Roast Ham","00fbf032-5ff1-445d-acdc-b6b423d835d3","2025-11-30","owner-occupied","switched","2025-10-30"
"Elderless","00feba09-6a98-4e90-94a4-4f9b49eb8c1b","2030-04-24","buy-to-let","open",""
"Elderless","00fffade-4f9f-4405-9906-9a70a77e46cd","2026-12-01","buy-to-let","open",""
"Elderless","01025223-fbe2-498e-9b37-a11d99147ab5","2026-06-24","owner-occupied","open",""
"Elderless","01032e39-512a-469e-b323-c4c10992d0e5","2025-11-30","buy-to-let","redeemed","2025-12-25"
"Roast Ham","0105e475-471b-4f69-981c-d044edf1f479","2028-01-31","owner-occupied","open",""
"Hidecreek","01089087-b959-47cc-a228-2a05bbdbe62b","2027-07-30","buy-to-let","open",""
"Elderless","010ac88b-4e4a-4c67-8d92-263d78a132d0","2027-08-31","buy-to-let","redeemed","2026-02-11"
"Elderless","010d4408-7d41-4d9e-a189-1829e5749dd1","2027-11-30","buy-to-let","open",""
"Elderless","0116e02f-6d92-4894-9ede-bf6940c9e86e","2031-02-24","buy-to-let","open",""
"Roast Ham","011742a2-d838-4c52-98ee-1aae389ff226","2029-03-31","owner-occupied","open",""
"Elderless","011881c1-1fea-4d4a-96d3-b98ed3aeef8a","2027-06-30","owner-occupied","open",""
"Roast Ham","011d847d-959b-425b-99de-c0e4b1a0b570","2028-08-31","owner-occupied","open",""
"Roast Ham","011dce08-abbd-4274-996d-79cb4537fc80","2025-11-05","owner-occupied","switched","2024-07-18"
"Hidecreek","012007ea-5706-42ca-9994-2042da810296","2028-02-02","buy-to-let","open",""
"Elderless","012495ee-865f-4a24-84f1-a43b94bd0cb4","2026-03-31","buy-to-let","redeemed","2026-04-18"
"Elderless","01249705-66c1-4a84-a636-3fe7ea9122c1","2030-02-11","buy-to-let","open",""
"Roast Ham","0127c3be-63c2-49c1-bad3-8a3ab6fb46f3","2027-08-31","buy-to-let","open",""
"Roast Ham","012a3b2a-19b5-4c6d-829e-debf8fbf2bf7","2029-01-31","owner-occupied","open",""
"Elderless","012a42e0-e970-4cd8-8eca-7bcbdd2688a9","2028-12-12","buy-to-let","open",""
"Elderless","012b68f6-e991-4a94-bf70-d6da345ac640","2025-06-30","buy-to-let","redeemed","2024-09-03"
"Elderless","012ca322-614d-455c-93d0-62d9ab749ad2","2026-05-27","buy-to-let","open",""
"Elderless","012d0749-9c46-44fb-bcb1-e233711999bf","2026-07-31","owner-occupied","open",""
"Elderless","012ead78-917a-4fe9-944e-794751599c61","2030-01-09","buy-to-let","open",""
"Roast Ham","0130824c-951c-480b-b0ae-09a45f6fe65e","2025-11-30","owner-occupied","switched","2025-11-11"
"Elderless","01317f24-0284-4073-987a-08c9edb8b8e6","2030-07-14","buy-to-let","open",""
"Roast Ham","01406c92-b170-4409-b4b9-7073a24aeaf3","2030-11-30","owner-occupied","open",""
"Elderless","0149b2b8-e7d2-450e-b92d-6f70f35afa24","2031-01-31","buy-to-let","open",""
"Roast Ham","014a157d-db0f-4761-91b9-00aaa08db782","2027-12-31","buy-to-let","open",""
"Elderless","014a6b21-98a0-4af3-b14b-53cc31988356","2028-08-09","buy-to-let","open",""
"Roast Ham","015421e0-3f4e-463f-a866-9b4e24a82e68","2026-06-30","owner-occupied","switched","2026-03-13"
"Roast Ham","015dc303-0682-40ce-930b-4894fa4592ea","2027-05-31","owner-occupied","open",""
"Hidecreek","0164dc8d-9aff-4a41-bdc9-2cfc2cc9152b","2028-06-15","buy-to-let","open",""
"Elderless","016f9d06-9107-4cd8-9299-b9ac680b35ec","2026-08-24","buy-to-let","open",""
"Roast Ham","01731fea-f9e9-4857-bdfd-a05520cb15ea","2027-08-31","owner-occupied","open",""
"Roast Ham","017d965d-8bc2-41b2-a9f6-f66f301c985a","2025-09-30","owner-occupied","redeemed","2025-10-02"
"Elderless","017d96fa-947b-4a7c-accd-899f1fdcc8d0","2029-08-27","owner-occupied","open",""
"Roast Ham","017e5b69-98ab-413a-abac-630a52923bf7","2026-07-31","buy-to-let","switched","2026-05-16"
"Elderless","017e7280-c6eb-4126-94d4-52d4a2cac785","2026-06-30","owner-occupied","switched","2026-03-28"
"Elderless","01803ee2-ca15-4bc0-b2c9-8d8bf9d84877","2027-03-30","buy-to-let","open",""
"Hidecreek","0181611b-d64c-465b-8c5d-d28c055e1da2","2028-03-11","buy-to-let","switched","2026-03-13"
"Elderless","01822047-038d-4276-8061-8b7b6a54b87e","2029-11-14","buy-to-let","open",""
"Roast Ham","0182f44d-69d4-491b-bd8b-e2cc80663260","2026-08-31","owner-occupied","open",""
"Elderless","0186969a-a8ab-4fb4-af55-3a5c4be972d6","2026-08-21","buy-to-let","open",""
"Roast Ham","0186bebe-64b0-4b56-8eff-7e8ea1f415ed","2027-05-31","buy-to-let","open",""
"Hidecreek","01895538-17a8-4f20-beac-7914e2f0f1fd","2026-11-18","commercial-buy-to-let","open",""
"Roast Ham","018c1e76-1d79-4c0e-9641-75cb0bcbeab6","2027-03-31","owner-occupied","open",""
